AGE,GENDER,SCHOOL_SECTION,PERSONAL_SMARTPHONE,OTT_SUBSCRIPTION,TELEVISION_SCREEN_TIME,TELEVISION_CONTENT,SOCIAL_MEDIA_PLATFORM,PHONE_SCREEN_TIME,SOCIAL_MEDIA_CONTENT,MOBILE_GAMES,SLEEPING_TIME,WAKEUP_TIME,OUTDOOR_SPORTS,SLEEP_ISSUES,DISTRACTION_DURING_SLEEPING,EYES_STRAINED,SPECTACLES,SPECTACLE_NUMBER,RESTLESS,DISTRACTION_DURING_SEARCHING,CONCENTRATION,DEPRESSED,ANXIETY,BEHAVIOURAL_CHANGES,REPLICATE_SOCIAL_MEDIA,
6,Male,Primary_section,No,No,Less than 1 hour,Cartoon,Youtube,Less than 1 hour,Entertainment,Puzzles,Before 10pm,By 8am,High,Low,Low,No,No,No spectacle,Low,Low,Low,Low,Low,Moderate,Moderate,YES
9,Female,Secondary_section,No,Yes,Between 1 hour & 3 hours,"Cartoon, Sports","Youtube, Instagram",1 to 3 hours,"Entertainment, Educational, Casual_scrolling","Racing, Puzzles",Between 10pm and 12am,Between 8am and 10am,Moderate,Low,Low,No,No,No spectacle,Moderate,Moderate,Low,Low,Low,Moderate,Low,YES
12,Male,Secondary_section,Yes,Yes,Between 1 hour & 3 hours,"Cartoon, Movies, Sports","Facebook, Youtube, Snapchat",1 to 3 hours,"Entertainment, Educational, Casual_scrolling","Action, Racing, Puzzles",After midnight 12am,Between 8am and 10am,Moderate,Moderate,High,Yes,Yes,Between 1 and 3,Moderate,High,Moderate,Moderate,Moderate,High,Moderate,YES
8,Female,Primary_section,No,No,Between 3 hours & 5 hours,Cartoon,"Youtube, Snapchat",Less than 1 hour,Entertainment,"Puzzles, Others",Between 10pm and 12am,By 8am,Moderate,Low,Low,No,No,No spectacle,Low,Moderate,Low,Low,Moderate,Moderate,Low,YES
11,Male,Secondary_section,Yes,No,Between 1 hour & 3 hours,"Cartoon, Sports","Youtube, Snapchat",1 to 3 hours,"Entertainment, Educational, Casual_scrolling","Racing, Puzzles",Between 10pm and 12am,Between 8am and 10am,High,Moderate,Moderate,No,No,No spectacle,Moderate,Moderate,Moderate,Low,Moderate,Moderate,Moderate,YES
12,Male,Secondary_section,Yes,Yes,Between 1 hour & 3 hours,Sports,"Youtube, Instagram, Snapchat",1 to 3 hours,"Entertainment, Educational, Casual_scrolling","Racing, Puzzles",Between 10pm and 12am,Between 8am and 10am,Moderate,Low,Moderate,No,No,No spectacle,Low,Moderate,Moderate,Low,Moderate,Low,Moderate,YES
7,Female,Primary_section,No,No,Between 3 hours & 5 hours,"Cartoon, Sports",Youtube,Less than 1 hour,Entertainment,"Racing, Puzzles",Between 10pm and 12am,By 8am,Moderate,Low,Low,Yes,No,No spectacle,Low,Moderate,Low,Low,Low,Moderate,Low,YES
14,Male,Higher_secondary_section,Yes,Yes,Between 1 hour & 3 hours,"Movies, Sports, News","Facebook, Youtube, Snapchat",3 to 5 hours,"Entertainment, Negative, Casual_scrolling","Action, Racing",After midnight 12am,Between 8am and 10am,Low,Moderate,High,Yes,Yes,Between 3 and 5,Moderate,High,High,Moderate,High,Moderate,Moderate,YES
10,Female,Secondary_section,No,Yes,Between 1 hour & 3 hours,"Cartoon, Movies","Youtube, Snapchat",1 to 3 hours,"Entertainment, Educational",Puzzles,Between 10pm and 12am,By 8am,High,Low,Low,No,No,No spectacle,Low,Moderate,Low,Low,Moderate,Low,Moderate,YES
14,Female,Higher_secondary_section,Yes,Yes,Between 1 hour & 3 hours,"Movies, Sports","Facebook, Youtube, Instagram, Snapchat",3 to 5 hours,"Entertainment, Educational, Negative, Casual_scrolling","Action, Racing",Between 10pm and 12am,Between 8am and 10am,Moderate,Low,Moderate,No,Yes,Between 1 and 3,Moderate,High,Moderate,Low,High,High,Low,YES
8,Female,Primary_section,No,No,Between 1 hour & 3 hours,"Cartoon, Movies","Youtube, Snapchat",1 to 3 hours,"Entertainment, Educational, Casual_scrolling","Racing, Puzzles",Between 10pm and 12am,Between 8am and 10am,Moderate,Low,Low,No,Yes,Less than 1,Low,Moderate,Moderate,Low,Low,Moderate,Low,YES
13,Male,Higher_secondary_section,Yes,Yes,Less than 1 hour,"Sports, News","Youtube, Instagram, Snapchat",3 to 5 hours,"Entertainment, Educational, Negative","Action, Racing",After midnight 12am,After 10am,Moderate,Moderate,High,Yes,Yes,Between 3 and 5,Moderate,High,Moderate,Moderate,High,Moderate,High,YES
14,Male,Higher_secondary_section,Yes,Yes,Between 1 hour & 3 hours,"Movies, News","Facebook, Youtube, Instagram",1 to 3 hours,"Entertainment, Casual_scrolling","Racing, Puzzles",Between 10pm and 12am,Between 8am and 10am,Moderate,Moderate,Moderate,No,No,No spectacle,Moderate,High,Moderate,Low,Moderate,Low,Moderate,YES
9,Female,Secondary_section,No,No,Between 3 hours & 5 hours,"Cartoon, Movies","Youtube, Snapchat",1 to 3 hours,"Entertainment, Educational, Casual_scrolling",Puzzles,After midnight 12am,Between 8am and 10am,Moderate,Low,Low,No,Yes,Less than 1,Low,Moderate,Moderate,Low,Moderate,Low,Moderate,YES
5,Male,Primary_section,No,Yes,Between 1 hour & 3 hours,"Cartoon, Movies",Snapchat,Less than 1 hour,Entertainment,Puzzles,Before 10pm,By 8am,High,Low,Low,No,No,No spectacle,Low,Low,Moderate,Low,Low,Low,Moderate,YES
13,Male,Higher_secondary_section,Yes,Yes,Between 1 hour & 3 hours,"Movies, Sports, News","Facebook, Youtube, Instagram",3 to 5 hours,"Entertainment, Educational, Negative, Casual_scrolling","Action, Puzzles",After midnight 12am,After 10am,Low,Moderate,Moderate,Yes,No,No spectacle,Moderate,High,High,Moderate,High,High,Moderate,YES
10,Female,Secondary_section,No,No,Between 1 hour & 3 hours,"Cartoon, News","Facebook, Youtube, Snapchat",1 to 3 hours,"Entertainment, Educational, Casual_scrolling","Puzzles, Others",Between 10pm and 12am,Between 8am and 10am,High,Low,Low,No,No,No spectacle,Moderate,Moderate,Low,Low,Moderate,Moderate,Moderate,YES
11,Male,Secondary_section,Yes,Yes,Between 1 hour & 3 hours,"Cartoon, Movies","Youtube, Snapchat",1 to 3 hours,"Entertainment, Educational, Casual_scrolling","Action, Racing",Between 10pm and 12am,Between 8am and 10am,Moderate,Moderate,Moderate,No,No,No spectacle,Moderate,High,Moderate,Moderate,High,Moderate,Moderate,YES
12,Female,Secondary_section,Yes,No,Between 1 hour & 3 hours,"Movies, Sports","Facebook, Youtube, Snapchat",1 to 3 hours,"Entertainment, Casual_scrolling",Racing,Between 10pm and 12am,Between 8am and 10am,Moderate,Moderate,Low,No,Yes,Between 1 and 3,Moderate,Moderate,Moderate,Low,Moderate,Moderate,High,YES
8,Male,Primary_section,No,No,Between 3 hours & 5 hours,"Cartoon, Movies, Sports","Facebook, Youtube, Instagram",1 to 3 hours,"Entertainment, Educational, Casual_scrolling","Action, Racing, Puzzles",Between 10pm and 12am,After 10am,Low,Moderate,Low,Yes,No,No spectacle,Low,Moderate,High,Moderate,High,Moderate,High,YES
14,Male,Higher_secondary_section,Yes,Yes,Less than 1 hour,"Movies, Sports","Facebook, Youtube, Instagram, Snapchat",More than 5 hours,"Entertainment, Educational, Negative, Casual_scrolling","Action, Racing",After midnight 12am,After 10am,Moderate,Moderate,Moderate,Yes,Yes,Between 3 and 5,Moderate,High,High,Moderate,High,High,Moderate,YES
10,Female,Secondary_section,No,No,Between 1 hour & 3 hours,"Cartoon, Movies","Youtube, Snapchat",1 to 3 hours,"Entertainment, Casual_scrolling","Racing, Puzzles",Between 10pm and 12am,Between 8am and 10am,Moderate,Moderate,Low,No,Yes,Between 1 and 3,Moderate,Moderate,High,Low,Moderate,Low,Moderate,YES
7,Female,Primary_section,No,Yes,Between 1 hour & 3 hours,Cartoon,"Youtube, Snapchat",1 to 3 hours,"Entertainment, Educational, Casual_scrolling",Puzzles,Between 10pm and 12am,By 8am,High,Low,Low,No,No,No spectacle,Low,Moderate,Moderate,Low,Low,Moderate,Low,YES
13,Male,Higher_secondary_section,Yes,Yes,Between 1 hour & 3 hours,"Movies, Sports, News","Youtube, Instagram, Snapchat",3 to 5 hours,"Entertainment, Educational, Negative, Casual_scrolling","Action, Racing, Puzzles",Between 10pm and 12am,After 10am,Low,Moderate,Moderate,Yes,No,No spectacle,Moderate,Moderate,High,Moderate,High,Moderate,High,YES
9,Female,Secondary_section,No,Yes,Between 1 hour & 3 hours,"Cartoon, Sports","Youtube, Instagram, Snapchat",1 to 3 hours,"Entertainment, Educational, Casual_scrolling","Racing, Puzzles",Between 10pm and 12am,By 8am,High,Low,Low,No,No,No spectacle,Low,Moderate,Moderate,Low,Low,Moderate,Moderate,YES
7,Male,Primary_section,No,No,Between 1 hour & 3 hours,"Cartoon, Sports","Facebook, Youtube, Instagram",1 to 3 hours,"Entertainment, Casual_scrolling",Racing,Between 10pm and 12am,Between 8am and 10am,Moderate,Low,Low,No,No,No spectacle,Moderate,Moderate,Moderate,Low,Low,Low,Moderate,YES
12,Male,Secondary_section,No,Yes,Between 1 hour & 3 hours,"Cartoon, Movies, Sports","Facebook, Youtube, Instagram, Snapchat",1 to 3 hours,"Entertainment, Educational, Negative","Action, Racing",Between 10pm and 12am,Between 8am and 10am,Moderate,Moderate,Moderate,No,Yes,Less than 1,Moderate,Moderate,Low,Moderate,Moderate,Moderate,Low,YES
8,Female,Primary_section,No,No,Between 3 hours & 5 hours,"Cartoon, Movies, Others","Youtube, Instagram, Snapchat",1 to 3 hours,"Entertainment, Educational",Others,Between 10pm and 12am,By 8am,High,Low,Low,Yes,No,No spectacle,Moderate,High,Moderate,Low,Low,High,High,YES
11,Male,Secondary_section,Yes,Yes,Between 1 hour & 3 hours,"Cartoon, Movies, Sports","Youtube, Instagram, Snapchat",1 to 3 hours,"Entertainment, Educational, Casual_scrolling","Action, Racing",Between 10pm and 12am,Between 8am and 10am,Moderate,Moderate,High,No,Yes,Between 1 and 3,Moderate,High,Moderate,Moderate,Moderate,High,Moderate,YES
9,Female,Secondary_section,No,No,Between 3 hours & 5 hours,"Cartoon, Movies, Sports","Youtube, Instagram, Snapchat",1 to 3 hours,"Entertainment, Casual_scrolling","Racing, Puzzles",Between 10pm and 12am,Between 8am and 10am,Moderate,Moderate,Moderate,Yes,Yes,Between 3 and 5,Moderate,High,Moderate,Moderate,High,Moderate,Moderate,YES
10,Male,Secondary_section,Yes,Yes,Between 1 hour & 3 hours,"Cartoon, Movies, Sports","Youtube, Instagram, Snapchat",1 to 3 hours,"Entertainment, Educational, Casual_scrolling","Action, Racing",Between 10pm and 12am,After 10am,Moderate,Moderate,Moderate,No,No,No spectacle,Low,Moderate,Moderate,Moderate,Moderate,Low,High,YES
15,Male,Higher_secondary_section,Yes,Yes,Between 1 hour & 3 hours,"Cartoon, Movies, Sports","Facebook, Youtube, Instagram, Snapchat",3 to 5 hours,"Entertainment, Educational, Negative, Casual_scrolling","Action, Racing",After midnight 12am,After 10am,Low,Moderate,High,Yes,Yes,Between 3 and 5,Moderate,High,Moderate,Moderate,High,Moderate,High,YES
8,Female,Primary_section,Yes,Yes,Between 1 hour & 3 hours,"Cartoon, Movies","Youtube, Instagram",Less than 1 hour,"Entertainment, Educational",Puzzles,Between 10pm and 12am,By 8am,High,Low,Low,No,No,No spectacle,Low,Moderate,Moderate,Low,Low,Moderate,Moderate,YES
11,Male,Secondary_section,Yes,No,Between 1 hour & 3 hours,"Cartoon, Movies, News","Youtube, Instagram, Snapchat",1 to 3 hours,"Entertainment, Educational, Casual_scrolling","Racing, Puzzles",Between 10pm and 12am,Between 8am and 10am,Moderate,Low,Low,No,No,No spectacle,Moderate,Moderate,Low,Low,Moderate,Moderate,Low,YES
6,Female,Primary_section,No,Yes,Less than 1 hour,Cartoon,Youtube,Less than 1 hour,Entertainment,Puzzles,Before 10pm,By 8am,High,Low,Low,No,No,No spectacle,Low,Moderate,Moderate,Low,Low,Low,Moderate,YES
13,Male,Higher_secondary_section,Yes,Yes,Between 1 hour & 3 hours,"Cartoon, Movies","Youtube, Instagram, Snapchat",3 to 5 hours,"Entertainment, Educational, Negative, Casual_scrolling","Action, Racing",After midnight 12am,After 10am,Moderate,Moderate,Moderate,No,Yes,Between 1 and 3,Moderate,High,Moderate,Moderate,High,Moderate,High,YES
15,Male,Higher_secondary_section,Yes,Yes,Less than 1 hour,Sports,"Facebook, Youtube, Instagram, Snapchat",More than 5 hours,"Negative, Casual_scrolling","Action, Racing",After midnight 12am,After 10am,Low,High,Moderate,No,Yes,Between 3 and 5,Moderate,High,Moderate,Moderate,High,Moderate,High,YES
11,Female,Secondary_section,No,Yes,Between 1 hour & 3 hours,"Cartoon, Movies","Youtube, Instagram, Snapchat",1 to 3 hours,"Entertainment, Educational, Casual_scrolling","Racing, Puzzles",Between 10pm and 12am,Between 8am and 10am,Moderate,Low,Moderate,No,Yes,Less than 1,Moderate,Low,Low,Low,Moderate,Low,Moderate,YES
7,Male,Primary_section,No,No,Between 1 hour & 3 hours,"Cartoon, Movies","Youtube, Snapchat",Less than 1 hour,"Entertainment, Casual_scrolling","Racing, Puzzles",Between 10pm and 12am,Between 8am and 10am,Moderate,Low,Low,No,No,No spectacle,Moderate,Moderate,Moderate,Low,Low,Low,Moderate,YES
12,Male,Secondary_section,Yes,Yes,Between 1 hour & 3 hours,"Cartoon, Movies, Sports, News","Facebook, Instagram, Snapchat",1 to 3 hours,"Educational, Negative, Casual_scrolling","Action, Puzzles",Between 10pm and 12am,After 10am,Low,Moderate,Moderate,Yes,Yes,Between 1 and 3,Moderate,Moderate,Moderate,Low,Moderate,Moderate,Moderate,YES
14,Male,Higher_secondary_section,Yes,Yes,Between 1 hour & 3 hours,"Cartoon, Sports","Facebook, Youtube, Instagram",3 to 5 hours,"Educational, Negative, Casual_scrolling",Action,After midnight 12am,After 10am,Low,Moderate,Moderate,No,Yes,Between 1 and 3,Moderate,High,High,Moderate,Moderate,Moderate,Moderate,YES
5,Male,Primary_section,No,Yes,Between 1 hour & 3 hours,Cartoon,"Youtube, Snapchat",Less than 1 hour,"Entertainment, Casual_scrolling","Racing, Puzzles",Between 10pm and 12am,Between 8am and 10am,High,Low,Low,No,No,No spectacle,Low,Moderate,Low,Low,Low,Moderate,Low,YES
6,Female,Primary_section,No,No,Between 1 hour & 3 hours,"Cartoon, Movies, Others",Youtube,Less than 1 hour,"Entertainment, Educational",Others,Before 10pm,By 8am,Moderate,Low,Low,No,No,No spectacle,Moderate,Moderate,Low,Low,Low,Low,Low,YES
10,Female,Secondary_section,No,Yes,Less than 1 hour,"Cartoon, Movies, Others","Youtube, Instagram, Snapchat",1 to 3 hours,"Entertainment, Educational, Casual_scrolling",Others,Between 10pm and 12am,Between 8am and 10am,Low,High,Moderate,Yes,Yes,Between 1 and 3,High,High,High,High,High,High,High,YES
12,Male,Secondary_section,Yes,Yes,Between 1 hour & 3 hours,"Cartoon, Movies, Sports","Facebook, Youtube, Instagram, Snapchat",1 to 3 hours,"Entertainment, Educational, Negative, Casual_scrolling","Action, Racing, Puzzles, Others",Between 10pm and 12am,After 10am,High,Moderate,Low,Yes,No,No spectacle,Moderate,Moderate,Moderate,Low,Low,Low,High,YES
14,Female,Higher_secondary_section,Yes,No,Between 1 hour & 3 hours,"Cartoon, Movies, Others","Youtube, Instagram, Snapchat, Others",3 to 5 hours,"Entertainment, Educational, Negative, Casual_scrolling",Others,After midnight 12am,Between 8am and 10am,Low,High,High,No,Yes,Less than 1,Moderate,High,High,High,Low,High,High,YES
5,Male,Primary_section,No,Yes,Between 1 hour & 3 hours,"Cartoon, Movies, Sports, Others","Youtube, Instagram",Less than 1 hour,"Entertainment, Educational","Action, Racing",Before 10pm,By 8am,High,Low,Low,No,No,No spectacle,Moderate,Low,Low,Low,Low,Low,Low,YES
12,Female,Secondary_section,No,Yes,Between 1 hour & 3 hours,"Cartoon, Movies","Facebook, Youtube, Snapchat",1 to 3 hours,"Entertainment, Educational, Casual_scrolling","Racing, Puzzles",Between 10pm and 12am,Between 8am and 10am,Moderate,Moderate,Low,No,Yes,Between 1 and 3,Low,Moderate,Moderate,Low,Low,Moderate,Low,YES
13,Male,Higher_secondary_section,Yes,Yes,Between 1 hour & 3 hours,"Movies, Sports","Facebook, Youtube, Snapchat",1 to 3 hours,"Entertainment, Negative, Casual_scrolling","Action, Puzzles",After midnight 12am,After 10am,Low,Moderate,Moderate,No,No,No spectacle,Moderate,High,High,Moderate,Moderate,Moderate,High,YES
8,Female,Primary_section,No,No,Between 3 hours & 5 hours,"Cartoon, Sports, News","Youtube, Snapchat",Less than 1 hour,"Entertainment, Educational, Casual_scrolling","Racing, Puzzles",Between 10pm and 12am,Between 8am and 10am,Moderate,Low,Low,No,Yes,Between 1 and 3,Low,Moderate,Moderate,Low,Moderate,Low,Moderate,YES
15,Male,Higher_secondary_section,Yes,Yes,Less than 1 hour,"Movies, Sports","Facebook, Youtube, Instagram",3 to 5 hours,"Entertainment, Educational, Negative, Casual_scrolling","Action, Puzzles",After midnight 12am,After 10am,Low,Moderate,High,Yes,No,No spectacle,Moderate,High,High,Moderate,High,Moderate,High,YES
13,Male,Higher_secondary_section,Yes,Yes,Between 1 hour & 3 hours,"Cartoon, Movies, Sports","Youtube, Instagram, Snapchat",1 to 3 hours,"Entertainment, Educational, Casual_scrolling","Action, Racing",Between 10pm and 12am,Between 8am and 10am,Low,Moderate,Moderate,No,No,No spectacle,Moderate,Moderate,Moderate,Low,Moderate,Low,Moderate,YES
11,Female,Secondary_section,Yes,No,Between 1 hour & 3 hours,"Cartoon, Movies","Facebook, Youtube, Instagram, Snapchat",1 to 3 hours,"Entertainment, Educational, Casual_scrolling","Racing, Puzzles",Between 10pm and 12am,By 8am,Moderate,Low,Low,No,No,No spectacle,Low,Moderate,Moderate,Low,Moderate,Moderate,Moderate,YES
7,Female,Primary_section,No,Yes,Between 1 hour & 3 hours,Cartoon,"Youtube, Snapchat",Less than 1 hour,Entertainment,Puzzles,Before 10pm,Between 8am and 10am,High,Low,Low,No,No,No spectacle,Low,Moderate,Low,Low,Low,Moderate,Low,YES
9,Male,Secondary_section,No,Yes,Between 3 hours & 5 hours,"Cartoon, Movies, Sports, News","Youtube, Instagram, Snapchat",1 to 3 hours,"Entertainment, Educational, Negative","Action, Puzzles",Between 10pm and 12am,After 10am,Moderate,Moderate,Moderate,Yes,Yes,Between 1 and 3,Moderate,High,High,Moderate,High,Moderate,Moderate,YES
12,Male,Secondary_section,Yes,Yes,Between 1 hour & 3 hours,"Cartoon, Movies, Sports","Facebook, Youtube, Instagram",1 to 3 hours,"Entertainment, Educational, Casual_scrolling",Action,Between 10pm and 12am,After 10am,Moderate,Moderate,Moderate,No,No,No spectacle,Moderate,High,Moderate,Moderate,Moderate,Moderate,Moderate,YES
13,Male,Higher_secondary_section,Yes,Yes,Between 1 hour & 3 hours,"Movies, Sports, News","Youtube, Instagram, Snapchat",3 to 5 hours,"Educational, Negative, Casual_scrolling","Action, Racing",After midnight 12am,After 10am,Low,Moderate,High,Yes,Yes,Between 1 and 3,Moderate,High,Moderate,Moderate,Moderate,Moderate,High,YES
8,Female,Primary_section,No,Yes,Between 3 hours & 5 hours,"Cartoon, Movies","Youtube, Snapchat",1 to 3 hours,"Entertainment, Educational, Casual_scrolling","Racing, Puzzles",Between 10pm and 12am,Between 8am and 10am,Moderate,Low,Low,Yes,No,No spectacle,Low,Moderate,High,Low,Moderate,Moderate,Moderate,YES
12,Male,Secondary_section,Yes,Yes,Between 1 hour & 3 hours,"Cartoon, Movies, Sports","Youtube, Instagram, Snapchat",1 to 3 hours,"Entertainment, Educational, Casual_scrolling","Racing, Puzzles",Between 10pm and 12am,Between 8am and 10am,Moderate,Moderate,Low,No,No,No spectacle,Low,High,Moderate,Low,Moderate,Moderate,Low,YES
14,Female,Higher_secondary_section,Yes,Yes,Between 1 hour & 3 hours,"Movies, News","Facebook, Youtube, Snapchat",3 to 5 hours,"Entertainment, Educational, Negative","Racing, Puzzles",After midnight 12am,After 10am,Low,Moderate,Moderate,Yes,Yes,Between 1 and 3,Moderate,High,High,Moderate,Moderate,Moderate,High,YES
7,Male,Primary_section,No,No,Between 1 hour & 3 hours,Cartoon,"Youtube, Snapchat",Less than 1 hour,"Entertainment, Educational",Puzzles,Before 10pm,By 8am,High,Low,Low,No,No,No spectacle,Low,Moderate,Low,Low,Low,Moderate,Low,YES
10,Male,Secondary_section,No,Yes,Between 1 hour & 3 hours,"Cartoon, Sports","Youtube, Instagram, Snapchat",1 to 3 hours,"Entertainment, Educational, Casual_scrolling","Racing, Puzzles",Between 10pm and 12am,Between 8am and 10am,Moderate,Low,Moderate,No,No,No spectacle,Moderate,Moderate,Moderate,Low,Moderate,Moderate,Moderate,YES
13,Male,Higher_secondary_section,Yes,Yes,Between 1 hour & 3 hours,"Movies, Sports, News","Youtube, Instagram, Snapchat",3 to 5 hours,"Entertainment, Educational, Negative","Action, Puzzles",After midnight 12am,Between 8am and 10am,Low,Moderate,High,No,Yes,Between 3 and 5,Moderate,High,Moderate,Moderate,High,Moderate,High,YES
8,Female,Primary_section,No,Yes,Between 1 hour & 3 hours,Cartoon,"Youtube, Snapchat",1 to 3 hours,"Entertainment, Educational, Casual_scrolling","Racing, Puzzles",Between 10pm and 12am,Between 8am and 10am,High,Low,Low,No,No,No spectacle,Low,Moderate,Moderate,Low,Moderate,Low,Moderate,YES
9,Male,Secondary_section,No,Yes,Between 3 hours & 5 hours,"Cartoon, Movies, Sports","Youtube, Instagram, Snapchat",1 to 3 hours,"Entertainment, Casual_scrolling","Action, Puzzles",Between 10pm and 12am,Between 8am and 10am,Moderate,Moderate,Moderate,Yes,Yes,Between 1 and 3,Moderate,Moderate,Moderate,Moderate,Moderate,Low,Moderate,YES
11,Female,Secondary_section,No,Yes,Between 1 hour & 3 hours,"Cartoon, Sports, News","Facebook, Youtube, Instagram",1 to 3 hours,"Entertainment, Educational, Casual_scrolling","Action, Puzzles",Between 10pm and 12am,Between 8am and 10am,Moderate,Low,Low,No,No,No spectacle,Moderate,High,Moderate,Low,Moderate,Moderate,Moderate,YES
9,Male,Secondary_section,No,Yes,Between 3 hours & 5 hours,"Movies, Sports, News","Youtube, Instagram, Snapchat, Tiktok",1 to 3 hours,"Entertainment, Educational, Casual_scrolling",Action,Between 10pm and 12am,After 10am,Low,Moderate,Moderate,Yes,Yes,Between 3 and 5,Moderate,Moderate,High,Moderate,High,Moderate,Moderate,YES
10,Female,Secondary_section,Yes,Yes,Between 1 hour & 3 hours,"Cartoon, Sports","Facebook, Youtube, Snapchat",1 to 3 hours,"Entertainment, Educational, Negative","Action, Racing",After midnight 12am,After 10am,Low,Moderate,Moderate,No,Yes,Between 1 and 3,Moderate,Moderate,Moderate,Moderate,High,Moderate,Moderate,YES
6,Female,Primary_section,No,No,Less than 1 hour,Cartoon,Youtube,Less than 1 hour,Entertainment,Puzzles,Before 10pm,Between 8am and 10am,High,Low,Low,No,No,No spectacle,Low,Moderate,Low,Low,Low,Low,Moderate,YES
7,Male,Primary_section,No,Yes,Between 1 hour & 3 hours,"Cartoon, Sports","Youtube, Snapchat",Less than 1 hour,"Entertainment, Educational",Racing,Between 10pm and 12am,By 8am,High,Low,Low,No,No,No spectacle,Moderate,Moderate,Moderate,Low,Low,Moderate,Moderate,YES
9,Female,Secondary_section,Yes,No,Between 1 hour & 3 hours,"Cartoon, Movies, News","Youtube, Instagram",1 to 3 hours,"Entertainment, Casual_scrolling","Racing, Puzzles",Between 10pm and 12am,After 10am,Low,Moderate,Low,No,Yes,Between 1 and 3,Low,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,YES
14,Male,Higher_secondary_section,Yes,Yes,Less than 1 hour,"Sports, News","Facebook, Youtube, Instagram",3 to 5 hours,"Entertainment, Educational, Negative","Action, Racing",Between 10pm and 12am,Between 8am and 10am,Low,High,Moderate,Yes,No,No spectacle,Moderate,High,High,Moderate,High,Moderate,High,YES
14,Male,Higher_secondary_section,Yes,Yes,Less than 1 hour,"Sports, News","Youtube, Snapchat",3 to 5 hours,"Entertainment, Negative, Casual_scrolling",Action,Between 10pm and 12am,After 10am,Low,Moderate,Moderate,No,Yes,Between 1 and 3,Moderate,High,Moderate,Moderate,Moderate,Moderate,Moderate,YES
5,Female,Primary_section,No,Yes,Between 1 hour & 3 hours,Cartoon,Snapchat,Less than 1 hour,Entertainment,Puzzles,Between 10pm and 12am,Between 8am and 10am,High,Moderate,Low,No,No,No spectacle,Low,Moderate,Low,Low,Low,Low,Moderate,YES
7,Male,Primary_section,No,No,Between 1 hour & 3 hours,"Cartoon, Sports","Youtube, Instagram",1 to 3 hours,"Entertainment, Casual_scrolling","Racing, Puzzles",Between 10pm and 12am,By 8am,Moderate,Low,Low,No,Yes,Less than 1,Low,Moderate,Low,Low,Moderate,Low,Moderate,YES
7,Female,Primary_section,No,Yes,Between 1 hour & 3 hours,"Cartoon, Movies, Others","Youtube, Instagram, Snapchat",1 to 3 hours,"Entertainment, Educational",Others,Between 10pm and 12am,By 8am,Low,Moderate,Low,No,No,No spectacle,Moderate,Low,Low,Low,Low,Moderate,High,YES
10,Male,Secondary_section,No,Yes,Between 1 hour & 3 hours,"Cartoon, Movies, Sports","Youtube, Instagram, Others",1 to 3 hours,"Entertainment, Educational, Negative","Action, Racing, Puzzles",After midnight 12am,After 10am,Low,High,High,Yes,Yes,Less than 1,High,High,High,High,High,High,High,YES
12,Female,Secondary_section,Yes,No,Less than 1 hour,"Cartoon, Movies, Others","Facebook, Youtube, Instagram, Snapchat, Tiktok, Others",3 to 5 hours,"Entertainment, Educational, Negative, Casual_scrolling","Puzzles, Others",Between 10pm and 12am,Between 8am and 10am,Moderate,Moderate,Low,No,No,No spectacle,Moderate,Moderate,Moderate,Low,Low,Low,Low,YES
6,Female,Primary_section,No,Yes,Between 1 hour & 3 hours,"Cartoon, Movies","Youtube, Instagram, Snapchat",1 to 3 hours,"Entertainment, Educational",Others,Before 10pm,By 8am,High,Low,Low,No,No,No spectacle,Moderate,Moderate,Moderate,Low,Low,Low,Low,YES
15,Male,Higher_secondary_section,Yes,No,Less than 1 hour,"Cartoon, Movies, Sports, News","Facebook, Youtube, Snapchat",3 to 5 hours,"Entertainment, Educational, Casual_scrolling","Action, Racing, Puzzles",Between 10pm and 12am,Between 8am and 10am,Moderate,Low,Low,No,Yes,Between 1 and 3,Low,Low,Low,Low,Moderate,Moderate,High,YES
13,Female,Higher_secondary_section,Yes,No,Between 1 hour & 3 hours,"Movies, Sports, News, Others","Instagram, Snapchat, Others",3 to 5 hours,"Entertainment, Educational, Negative, Casual_scrolling","Puzzles, Others",Between 10pm and 12am,Between 8am and 10am,High,Moderate,Moderate,No,No,No spectacle,Moderate,Moderate,Moderate,Moderate,Low,Moderate,Moderate,YES
8,Female,Primary_section,No,No,Between 3 hours & 5 hours,"Cartoon, Movies, Sports, News, Others","Facebook, Youtube",Less than 1 hour,"Entertainment, Educational",Others,Before 10pm,By 8am,High,Low,Low,No,No,No spectacle,Low,Low,Low,Low,Low,Low,Low,YES
14,Male,Higher_secondary_section,Yes,Yes,Between 3 hours & 5 hours,"Movies, Sports, News","Facebook, Youtube, Instagram, Snapchat",3 to 5 hours,"Entertainment, Negative, Casual_scrolling","Racing, Others",After midnight 12am,After 10am,Low,High,High,Yes,No,No spectacle,High,High,High,High,High,High,High,YES
5,Female,Primary_section,No,No,Less than 1 hour,Cartoon,Youtube,Less than 1 hour,Entertainment,Others,Before 10pm,Between 8am and 10am,Moderate,Moderate,Low,Yes,No,No spectacle,Low,Low,Low,Low,Low,Low,Low,YES
